Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
SA000228_bin_112100	99.72	0.0	Neural Network (Specific Model)	11	0.901	50549	347.42627450980393	2944973	0.45	2550	110	200365	None
SA000228_bin_154	100.0	0.23	Gradient Boost (General Model)	11	0.907	10350	305.00123685837974	1628838	0.3	1617	222	34063	None
SHD1_0035	100.0	0.02	Gradient Boost (General Model)	11	0.881	2220234	308.0651250589901	2220234	0.46	2119	1	2220234	None
SHD1_0042	99.99	0.02	Neural Network (Specific Model)	11	0.905	2818034	330.85858585858585	2818034	0.4	2574	1	2818034	None
SHD1_0056	99.81	0.0	Neural Network (Specific Model)	11	0.897	2662299	301.7233560090703	2662299	0.39	2646	1	2662299	None
SHD1_0075	100.0	0.04	Gradient Boost (General Model)	11	0.881	1565345	307.28189712758854	1565345	0.26	1497	1	1565345	None
SHD1_0083	99.97	0.04	Neural Network (Specific Model)	11	0.893	3360514	351.2100280504909	3360514	0.45	2852	1	3360514	None
SHD1_0122	99.99	0.07	Neural Network (Specific Model)	11	0.917	1860474	315.4714997232983	1860474	0.39	1807	1	1860474	None
SHD1_0172	99.8	0.06	Neural Network (Specific Model)	11	0.896	1608752	314.6286370597243	2747068	0.39	2612	5	1608752	None
SHD1_0173	99.97	0.08	Neural Network (Specific Model)	11	0.88	1835150	357.1220159151194	1835150	0.65	1508	1	1835150	None
SHD1_0194	99.83	0.07	Neural Network (Specific Model)	11	0.893	3968423	349.7843833185448	3968423	0.46	3381	1	3968423	None
SHD1_0200	100.0	0.12	Gradient Boost (General Model)	11	0.871	871837	305.2592909013242	2456162	0.48	2341	8	1000253	None
SHD1_0241	99.69	0.08	Neural Network (Specific Model)	11	0.881	1671071	310.0406862745098	2151960	0.3	2040	3	1671071	None
SHD1_0274	99.97	0.16	Neural Network (Specific Model)	11	0.843	2579702	334.298802946593	2579702	0.62	2172	1	2579702	None
SHD1_0286	99.99	0.17	Neural Network (Specific Model)	11	0.896	2632226	323.9267791032497	2632226	0.29	2431	1	2632226	None
SHD1_0295	100.0	0.18	Neural Network (Specific Model)	11	0.868	3117157	306.33242784380303	3117157	0.28	2945	1	3117157	None
SHD1_0303	99.05	0.0	Neural Network (Specific Model)	11	0.894	843796	322.0140900195695	2756309	0.44	2555	5	965278	None
SHD1_0312	100.0	0.19	Neural Network (Specific Model)	11	0.882	5022889	316.9785775492716	5022889	0.52	4668	1	5022889	None
SHD1_0356	99.99	0.21	Neural Network (Specific Model)	11	0.864	1864060	291.10497835497836	1864060	0.38	1848	1	1864060	None
SHD1_0363	99.99	0.21	Neural Network (Specific Model)	11	0.907	2589407	364.4174603174603	4549853	0.46	3780	2	2589407	None
SHD1_0398	99.64	0.11	Neural Network (Specific Model)	11	0.894	2148721	319.0799689440994	2752148	0.43	2576	2	2148721	None
SHD1_0420	99.86	0.23	Gradient Boost (General Model)	11	0.863	731401	342.26032054395336	2446199	0.63	2059	5	882041	None
SHD1_0475	99.66	0.26	Neural Network (Specific Model)	11	0.889	1197717	314.07117794486214	2110857	0.31	1995	4	1197717	None
SHD1_0530	98.76	0.11	Gradient Boost (General Model)	11	0.867	2516681	303.5578684429642	2516681	0.49	2402	1	2516681	None
SHD1_0562	99.95	0.38	Neural Network (Specific Model)	11	0.874	417866	346.78012253233493	1746325	0.62	1469	6	665542	None
SHD1_0682	98.33	0.18	Gradient Boost (General Model)	11	0.858	523518	341.04146510020735	1722403	0.63	1447	4	727367	None
SHD1_0769	100.0	0.59	Gradient Boost (General Model)	11	0.87	2671384	299.75057915057914	2671384	0.35	2590	1	2671384	None
SHD1_0787	98.38	0.29	Gradient Boost (General Model)	11	0.874	2185889	311.0375609756098	2185889	0.57	2050	1	2185889	None
SHD1_0901	100.0	0.73	Neural Network (Specific Model)	11	0.904	3084037	378.658861885003	4235066	0.48	3374	2	3084037	None
SHD1_0935	99.81	0.74	Neural Network (Specific Model)	11	0.781	2568027	292.9498728659644	3093610	0.34	2753	4	2568027	None
SHD1_0950	97.77	0.36	Gradient Boost (General Model)	11	0.829	1639078	314.80850070060717	2437067	0.31	2141	2	1639078	None
SHD1_0995	97.64	0.38	Neural Network (Specific Model)	11	0.858	2052920	310.5934530095037	2052920	0.39	1894	1	2052920	None
SHD1_1013	99.12	0.71	Gradient Boost (General Model)	11	0.836	2515597	314.85143626570914	2515597	0.31	2228	1	2515597	None
SHD1_1018	99.44	0.73	Gradient Boost (General Model)	11	0.878	653519	293.3374125874126	2288387	0.38	2288	4	856143	None
SHD1_1022	100.0	0.9	Neural Network (Specific Model)	11	0.866	3257958	312.07562189054727	3257958	0.29	3015	1	3257958	None
SHD1_1135	99.75	1.07	Neural Network (Specific Model)	11	0.903	2258975	298.0946362515413	3208050	0.44	3244	5	2258975	None
SHD1_1178	99.92	1.16	Neural Network (Specific Model)	11	0.877	1384942	307.5995924605196	2062018	0.29	1963	2	1384942	None
SHD1_1229	100.0	1.16	Neural Network (Specific Model)	11	0.878	1039365	308.40901360544217	3709399	0.61	3528	5	1290485	None
SHD1_1232	99.87	1.25	Neural Network (Specific Model)	11	0.895	713916	361.825	4264177	0.45	3520	9	1500633	None
SHD1_1353	99.96	1.56	Neural Network (Specific Model)	11	0.888	2139282	307.68106796116507	2139282	0.29	2060	1	2139282	None
SHD1_1382	95.41	0.93	Neural Network (Specific Model)	11	0.864	111445	326.62574687669746	2083229	0.59	1841	30	302413	None
SHD1_1396	96.12	1.02	Neural Network (Specific Model)	11	0.865	2114537	293.0230105465005	2114537	0.47	2086	1	2114537	None
SHD1_1448	90.88	0.01	Gradient Boost (General Model)	11	0.854	126218	276.90909090909093	2185615	0.48	2255	23	292668	None
SHD1_1571	92.34	0.72	Neural Network (Specific Model)	11	0.856	2904778	306.3264401772526	2904778	0.27	2708	1	2904778	None
SHD1_1574	99.86	2.23	Neural Network (Specific Model)	11	0.886	1572618	320.27646736149205	1973488	0.29	1823	3	1572618	None
SHD1_1630	91.78	0.84	Gradient Boost (General Model)	11	0.757	3824139	403.4659423318011	3824139	0.39	2393	1	3824139	None
SHD1_1640	93.14	1.15	Gradient Boost (General Model)	11	0.725	152657	402.121335504886	4085125	0.43	2456	64	417751	None
SHD1_1794	98.55	2.95	Neural Network (Specific Model)	11	0.835	1752978	302.029030265596	1752978	0.47	1619	1	1752978	None
SHD1_1874	84.78	0.56	Neural Network (Specific Model)	11	0.87	326311	345.3041666666667	1713369	0.63	1440	7	404246	None
SHD1_1902	98.82	3.51	Gradient Boost (General Model)	11	0.833	2571633	319.86794986571175	2571633	0.31	2234	1	2571633	None
SHD1_1937	100.0	3.83	Neural Network (Specific Model)	11	0.866	1134871	301.0769011677585	3657315	0.3	3511	11	1191392	None
SHD1_1985	80.32	0.22	Neural Network (Specific Model)	11	0.89	483846	317.59431224608244	1842908	0.29	1723	8	540567	None
SHD1_1996	81.49	0.47	Gradient Boost (General Model)	11	0.861	59981	260.1568314726209	1700592	0.39	1881	34	132572	None
SHD1_2000	90.87	2.4	Gradient Boost (General Model)	11	0.778	81832	238.91101385849745	1258147	0.26	1371	18	210325	None
SHD1_2059	83.65	1.28	Neural Network (Specific Model)	11	0.865	195394	293.27612272120945	2283835	0.29	2249	21	476912	None
SHD1_2074	84.48	1.55	Gradient Boost (General Model)	11	0.824	202151	257.09019426456985	2014919	0.37	2162	17	570264	None
SHD1_2124	90.5	3.16	Neural Network (Specific Model)	11	0.863	1024497	332.624619134674	1896207	0.64	1641	8	1024497	None
SHD1_2260	77.22	1.04	Gradient Boost (General Model)	11	0.857	96352	234.23894912427022	1957962	0.32	2398	27	214987	None
SHD1_2404	96.77	7.14	Gradient Boost (General Model)	11	0.888	524641	310.53988095238094	1759146	0.3	1680	10	538757	None
SHD1_2465	84.1	5.34	Gradient Boost (General Model)	11	0.777	122068	216.43263931414575	2716805	0.28	3266	29	333089	None
SHD1_2534	94.55	8.72	Neural Network (Specific Model)	11	0.868	30561	284.8288246268657	2105702	0.4	2144	117	97004	None
SHD1_2643	83.37	9.58	Neural Network (Specific Model)	11	0.868	130376	267.0238375515009	3120147	0.47	3398	40	592980	None
SRR14842325_bin_2066	89.77	2.32	Gradient Boost (General Model)	11	0.871	43771	304.0899339933993	2535958	0.29	2424	93	153771	None
SRR14842328_bin_28594	76.94	7.37	Neural Network (Specific Model)	11	0.872	6509	295.75132555673383	1915071	0.56	1886	378	31579	None
SRR14842338_bin_17004	99.91	0.28	Neural Network (Specific Model)	11	0.879	114461	293.76243360695315	2072366	0.38	2071	36	205691	None
SRR14842341_bin_39	88.54	3.83	Neural Network (Specific Model)	11	0.869	23232	329.20106382978724	2135045	0.6	1880	133	67129	None
SRR14842341_bin_45	94.44	1.49	Neural Network (Specific Model)	11	0.877	29839	329.81094844048374	1770449	0.63	1571	95	89450	None
SRR14842341_bin_46	98.42	0.06	Neural Network (Specific Model)	11	0.916	50731	329.53630262355097	1765286	0.46	1639	58	89763	None
SRR14842341_bin_58533	99.54	0.12	Neural Network (Specific Model)	11	0.896	38683	309.6314914831741	2489730	0.38	2407	137	114907	None
SRR14842351_bin_75	83.46	0.29	Neural Network (Specific Model)	11	0.879	13485	321.55328653477983	1716381	0.59	1567	202	50515	None
SRR14842353_bin_6831	99.93	0.39	Neural Network (Specific Model)	11	0.879	112575	334.3135696821516	1863575	0.62	1636	38	179407	None
SRR14842362_bin_9444	88.33	5.45	Neural Network (Specific Model)	11	0.833	44313	323.5125651967757	2454778	0.63	2109	112	162400	None
SRR14842366_bin_6487	99.86	0.05	Neural Network (Specific Model)	11	0.855	42949	300.55886272767657	2369577	0.35	2251	117	78040	None
SRR14842374_bin_122	99.99	0.33	Neural Network (Specific Model)	11	0.879	164673	343.7777115613826	1965904	0.62	1678	20	329197	None
SRR14842375_bin_15313	94.58	2.45	Gradient Boost (General Model)	11	0.875	5577	281.4787535410765	2040220	0.49	2118	440	51601	None
SRR14842375_bin_76	96.69	0.79	Gradient Boost (General Model)	11	0.893	9546	290.624081401922	1725605	0.3	1769	246	43774	None
SRR14842376_bin_148	94.48	0.38	Neural Network (Specific Model)	11	0.908	28888	319.56303458534774	2833361	0.46	2689	148	114354	None
SRR14842376_bin_29890	99.98	0.42	Neural Network (Specific Model)	11	0.884	134685	356.02998652291103	3582915	0.45	2968	63	288996	None
SRR14842378_bin_16092	91.22	2.22	Neural Network (Specific Model)	11	0.835	13890	285.17405523255815	2816559	0.28	2752	332	68167	None
SRR14842378_bin_16914	95.22	0.74	Gradient Boost (General Model)	11	0.759	39243	389.0667924528302	4070606	0.39	2650	279	211418	None
SRR14842381_bin_24490	98.82	2.3	Neural Network (Specific Model)	11	0.873	57310	333.9713392391871	2198632	0.6	1919	77	214266	None
SRR14842383_bin_10318	92.89	2.88	Gradient Boost (General Model)	11	0.862	4724	296.64282064384264	2017698	0.62	1957	510	32667	None
SRR14842384_bin_7399	98.23	2.99	Gradient Boost (General Model)	11	0.834	221294	299.5187100699726	3539578	0.27	3287	50	543053	None
SRR14842385_bin_42549	99.29	0.86	Neural Network (Specific Model)	11	0.903	102630	377.6748419721871	4955807	0.42	3955	80	269027	None
SRR14842386_bin_132	95.09	0.07	Neural Network (Specific Model)	11	0.912	16869	308.16135770234985	1937404	0.45	1915	171	67236	None
SRR14842388_bin_261	91.51	2.95	Neural Network (Specific Model)	11	0.93	6174	278.9929843497032	1663854	0.4	1853	321	33141	None
SRR14842390_bin_15740	86.43	3.03	Neural Network (Specific Model)	11	0.885	5666	281.81726618705034	1987668	0.55	2085	445	24683	None
SRR14842392_bin_14594	84.18	1.43	Neural Network (Specific Model)	11	0.905	9426	278.65045921123715	1707961	0.29	1851	268	41537	None
SRR14842396_bin_35803	100.0	0.77	Gradient Boost (General Model)	11	0.853	89771	300.5612788632327	1781981	0.32	1689	50	178618	None
SRR14842404_bin_11137	99.93	0.02	Neural Network (Specific Model)	11	0.875	32499	282.28712871287127	1756091	0.38	1818	77	150676	None
SRR14842404_bin_5151	90.84	2.74	Neural Network (Specific Model)	11	0.873	73105	336.03888280394307	2105906	0.62	1826	60	318155	None
SRR14842407_bin_130887	88.97	1.1	Neural Network (Specific Model)	11	0.942	46723	389.3953871499176	2254479	0.55	1821	86	113400	None
SRR14842415_bin_9280	99.98	0.16	Neural Network (Specific Model)	11	0.896	139550	315.50251256281405	2310180	0.3	2189	41	305947	None
SRR14842422_bin_7426	92.42	1.39	Gradient Boost (General Model)	11	0.851	35022	300.2796451914099	2265073	0.31	2142	139	158430	None
SRR14842424_bin_12760	94.04	2.33	Gradient Boost (General Model)	11	0.894	15792	344.6546947152386	2252472	0.38	1949	201	53157	None
SRR21169623_bin_1939	98.41	0.74	Gradient Boost (General Model)	11	0.879	50624	309.9860752965446	2048441	0.57	1939	63	127127	None
SRR23152958_bin_7362	99.69	1.01	Neural Network (Specific Model)	11	0.889	98892	302.850136239782	2994047	0.43	2936	120	224102	None
SRR23153078_bin_16122	96.64	2.0	Neural Network (Specific Model)	11	0.867	33380	312.75408496732024	2643368	0.54	2448	126	107155	None
SRR23153078_bin_8346	83.41	6.11	Gradient Boost (General Model)	11	0.888	3521	275.25443458980044	1674644	0.66	1804	524	15430	None
SRR23153089_bin_16906	97.15	0.01	Gradient Boost (General Model)	11	0.902	28956	319.47546132705145	2701041	0.54	2547	148	79700	None
EHA01871_bin.16	99.75	0.06	Neural Network (Specific Model)	11	0.919	75564	330.72453987730063	1757461	0.46	1630	31	175307	None
EHA01872_bin.1	94.78	4.62	Gradient Boost (General Model)	11	0.862	11071	289.57971014492756	2083732	0.31	2070	278	72704	None
EHA01876_bin.2	92.55	0.15	Gradient Boost (General Model)	11	0.705	54059	409.6169154228856	3851664	0.43	2211	129	312143	None
EHA01886_bin.14	100.0	2.17	Neural Network (Specific Model)	11	0.888	37202	314.82637075718014	2440048	0.29	2298	93	104755	None
EHA01886_bin.3	100.0	0.19	Neural Network (Specific Model)	11	0.881	263210	310.80639136750364	5089079	0.51	4819	60	781550	None
EHA01897_bin.11	96.17	0.32	Gradient Boost (General Model)	11	0.855	86526	350.0865800865801	2553169	0.28	2079	53	239886	None
EHA01901_bin.11	99.85	0.22	Neural Network (Specific Model)	11	0.841	39217	302.31244019138757	2249364	0.35	2090	101	153118	None
EHA01901_bin.9	99.92	0.06	Neural Network (Specific Model)	11	0.867	71197	307.15016900048283	2196344	0.58	2071	74	135272	None
EHA01908_bin.19	96.32	0.26	Gradient Boost (General Model)	11	0.909	43391	307.1802197802198	1842815	0.33	1820	82	113503	None
EHA01908_bin.24	98.55	0.26	Neural Network (Specific Model)	11	0.914	22252	341.18830570902395	2427285	0.47	2172	177	60277	None
EHA01908_bin.5	99.57	0.39	Gradient Boost (General Model)	11	0.888	54044	321.65304839723444	1726543	0.43	1591	57	126240	None
EHA01923_bin.2	99.99	0.0	Neural Network (Specific Model)	11	0.805	23127	298.8229215594176	2366956	0.34	2129	162	58832	None
EHA01928_bin.1	74.84	3.96	Gradient Boost (General Model)	11	0.757	2708	294.5863247863248	2046001	0.44	1755	765	16357	None
EHA01929_bin.4	90.98	1.55	Neural Network (Specific Model)	11	0.901	15400	296.128769067045	2773512	0.44	2819	281	69555	None
EHA01958_bin.232	69.25	0.24	Neural Network (Specific Model)	11	0.877	4074	250.11309244486156	1819680	0.46	2131	501	14751	None
EHA01958_bin.51	91.83	2.58	Gradient Boost (General Model)	11	0.893	8634	269.31967905405406	2137605	0.52	2368	343	40790	None
EHA05610_bin.68	99.94	0.02	Neural Network (Specific Model)	11	0.922	79005	358.86643387167175	2671638	0.4	2291	61	194565	None
EHA05610_bin.71	88.85	3.67	Gradient Boost (General Model)	11	0.904	4146	264.3645294725957	1692739	0.57	1934	468	17911	None
EHA05610_bin.73	92.71	0.32	Neural Network (Specific Model)	11	0.916	39410	310.0927634774162	2085957	0.38	2059	88	127587	None
EHA05610_bin.85	91.0	5.92	Neural Network (Specific Model)	11	0.892	7811	284.71478260869566	4398794	0.51	4600	695	48940	None
EHA05615_bin.86	83.23	0.44	Gradient Boost (General Model)	11	0.782	29120	362.7474704890388	3297921	0.38	2372	213	91350	None
EHA05625_bin.58	96.42	0.93	Neural Network (Specific Model)	11	0.889	66220	302.217634915954	3454160	0.3	3391	79	209527	None
EHA05641_bin.80	82.31	7.97	Neural Network (Specific Model)	11	0.905	47841	316.91933174224346	2199151	0.26	2095	87	172981	None
EHA05646_bin.39	88.92	1.75	Gradient Boost (General Model)	11	0.883	7795	277.04449244060476	2173562	0.48	2315	402	28819	None
EHA05646_bin.96	84.58	1.69	Neural Network (Specific Model)	11	0.849	27081	285.3141405588484	2379116	0.27	2362	171	95831	None
EHA05651_bin.69	86.56	7.91	Neural Network (Specific Model)	11	0.854	4656	257.1213692946058	3479488	0.28	3856	883	53878	None
EHA05655_bin.12	97.15	0.03	Gradient Boost (General Model)	11	0.838	18167	328.97862001943633	2420265	0.3	2058	175	90900	None
EHA05655_bin.51	98.38	4.0	Gradient Boost (General Model)	11	0.903	5752	274.4154205607477	1948013	0.57	2140	437	24175	None
EHA05659_bin.90	99.87	0.15	Neural Network (Specific Model)	11	0.863	77545	307.13816689466483	3118623	0.28	2924	61	245863	None
EHA05663_bin.61	95.37	0.86	Gradient Boost (General Model)	11	0.875	22917	318.3882725832013	2064824	0.49	1893	171	87912	None
ERR1913344_bin_61637	93.23	6.89	Gradient Boost (General Model)	11	0.898	7151	278.4734070563454	1763598	0.3	1899	334	28520	None
ERR1913488_bin_36953	98.05	0.82	Gradient Boost (General Model)	11	0.887	34805	289.91459943066286	2406757	0.34	2459	100	219515	None
ERR1913680_bin_70738	96.0	0.31	Neural Network (Specific Model)	11	0.769	16683	313.64126097366324	3061099	0.46	2506	269	70502	None
ERR1913872_bin_80626	99.67	1.58	Neural Network (Specific Model)	11	0.918	11027	301.75950085082246	1735107	0.46	1763	236	36609	None
ERR1914112_bin_57151	87.36	10.78	Gradient Boost (General Model)	11	0.908	4677	276.8594521778177	2035174	0.3	2227	518	19026	None
ERR1914232_bin_30935	83.42	7.26	Gradient Boost (General Model)	11	0.897	4765	273.945	1830712	0.3	2000	437	21721	None
ERR1914448_bin_23284	93.09	5.27	Neural Network (Specific Model)	11	0.896	17643	302.78379697413374	2075677	0.3	2049	154	88240	None
ERR1915264_bin_22552	86.98	18.58	Gradient Boost (General Model)	11	0.911	3907	275.3967889908257	2367323	0.3	2616	690	28055	None
ERR1915624_bin_70227	92.34	7.34	Neural Network (Specific Model)	11	0.872	6563	283.5045871559633	2442105	0.62	2507	486	57198	None
ERR1915864_bin_53458	91.52	0.03	Neural Network (Specific Model)	11	0.911	61166	354.61216906641897	2512572	0.44	2153	59	274977	None
ERR1916008_bin_82872	78.94	4.51	Gradient Boost (General Model)	11	0.905	4102	272.1972286374134	1950110	0.3	2165	557	15428	None
GL_01_02_bin_121636	80.97	7.47	Gradient Boost (General Model)	11	0.922	3496	254.61751292186074	2719205	0.67	3289	846	33652	None
GL_01_02_bin_4383	77.47	1.15	Neural Network (Specific Model)	11	0.899	10011	297.8177684505072	2836376	0.68	2859	396	36778	None
GL_01_02_bin_65891	84.77	1.53	Neural Network (Specific Model)	11	0.796	5044	267.4595233763871	5532499	0.46	5497	1332	19822	None
GL_01_02_bin_72443	99.98	0.7	Neural Network (Specific Model)	11	0.903	65854	323.74548802946595	2913610	0.43	2715	102	143963	None
GL_01_02_bin_72946	85.66	1.57	Gradient Boost (General Model)	11	0.871	12224	308.2691780821918	1548004	0.63	1460	200	81346	None
GL_01_04_bin_51141	82.63	4.85	Neural Network (Specific Model)	11	0.843	6583	274.23696498054477	2504679	0.28	2570	505	47429	None
GL_01_05_bin_38724	84.9	7.46	Gradient Boost (General Model)	11	0.883	6309	291.8679487179487	1544925	0.63	1560	331	26572	None
GL_01_06_bin_79322	84.69	4.83	Gradient Boost (General Model)	11	0.871	9650	277.4512617516081	1929829	0.52	2021	279	38250	None
GL_01_07_bin_44037	72.46	11.77	Gradient Boost (General Model)	11	0.879	2814	242.66397849462365	1845691	0.62	2232	686	13773	None
GL_02_01_bin_32298	86.12	1.58	Gradient Boost (General Model)	11	0.893	7645	275.25138818778396	1828999	0.63	1981	334	23645	None
GL_02_01_bin_36057	86.35	1.4	Neural Network (Specific Model)	11	0.908	12381	300.93458509993945	1638057	0.37	1651	184	40264	None
GL_02_03_bin_47929	87.77	1.29	Gradient Boost (General Model)	11	0.883	127913	310.71039805036554	2592744	0.46	2462	49	191135	None
