user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
EHA05625_bin.58	d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium paraputrificum	GCF_900447045.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium paraputrificum	99.08	0.896	GCF_900447045.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium paraputrificum	99.08	0.896	d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_027692445.1, s__Clostridium sp027692445, 95.0, 94.59, 0.778; GCF_902652345.1, s__Clostridium sp018372875, 95.0, 94.44, 0.693	83.55	11	N/A	N/A
EHA05625_bin.77	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Terrisporobacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Terrisporobacter;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	69.04	11	0.99822	N/A
EHA05632_bin.63	d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina;s__Sarcina perfringens	GCF_016027375.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina;s__Sarcina perfringens	97.85	0.819	GCF_016027375.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina;s__Sarcina perfringens	97.85	0.819	d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_034421775.1, s__Sarcina perfringens_B, 95.0, 89.77, 0.349; GCF_029267215.1, s__Sarcina sp029267215, 95.0, 86.25, 0.168; GCF_050509515.1, s__Sarcina sp050509515, 95.0, 87.48, 0.184; GCF_034439435.1, s__Sarcina sp034439435, 95.0, 89.65, 0.359; GCF_029258205.1, s__Sarcina sp029258205, 95.0, 92.88, 0.625	89.5	11	N/A	N/A
EHA05637_bin.12	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_C;s__Helicobacter_C sp963559865	GCA_963559865.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_C;s__Helicobacter_C sp963559865	96.65	0.735	GCA_963559865.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_C;s__Helicobacter_C sp963559865	96.65	0.735	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_C;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000765825.2, s__Helicobacter_C magdeburgensis, 95.0, 90.55, 0.405; GCF_000155475.1, s__Helicobacter_C cinaedi, 95.0, 91.05, 0.39; GCF_003670275.1, s__Helicobacter_C labetoulli, 95.0, 94.96, 0.646	64.43	11	N/A	N/A
EHA05637_bin.17	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Coprobacillaceae;g__CAJUOR01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Coprobacillaceae;g__CAJUOR01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	92.4	11	0.905	N/A
EHA05637_bin.26	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	GCF_003697165.2	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	97.74	0.822	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have incongruent species assignments	GCA_048288485.1, s__Enterobacter flexneri_A, 95.0, 95.85, 0.808; GCA_011881725.1, s__Escherichia coli_E, 95.0, 92.35, 0.69; GCA_041890495.1, s__Escherichia boydii, 95.0, 97.04, 0.44; GCF_002965065.1, s__Escherichia sp002965065, 95.0, 94.49, 0.645; GCF_002900365.1, s__Escherichia marmotae, 95.0, 91.26, 0.592; GCF_000759775.1, s__Escherichia albertii, 95.0, 90.58, 0.534; GCF_036503815.1, s__Escherichia coli_F, 95.84, 95.98, 0.806; GCA_047199095.1, s__G047199095 sp047199095, 95.0, 95.73, 0.823; GCF_004211955.1, s__Escherichia sp004211955, 95.0, 93.0, 0.657; GCA_047199115.1, s__G047199115 sp047199115, 95.0, 95.69, 0.605; GCF_014836715.1, s__Escherichia whittamii, 95.0, 91.72, 0.667; GCF_000026225.1, s__Escherichia fergusonii, 95.0, 92.6, 0.461; GCA_048288465.1, s__Enterobacter flexneri_B, 95.0, 94.49, 0.733; GCF_005843885.1, s__Escherichia sp005843885, 95.0, 92.86, 0.662; GCF_902498915.1, s__Escherichia ruysiae, 95.0, 92.97, 0.664; GCA_042434945.1, s__Escherichia hormaechei_A, 95.0, 97.04, 0.451; GCA_047199055.1, s__ECMA0423 sp047199055, 95.0, 95.98, 0.782	86.81	11	N/A	N/A
EHA05637_bin.31	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Otoolea;s__Otoolea sp027698105	GCA_027698105.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Otoolea;s__Otoolea sp027698105	95.1	0.843	GCA_027698105.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Otoolea;s__Otoolea sp027698105	95.1	0.843	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Otoolea;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_018223375.1, s__Otoolea sp000435655, 95.0, 86.67, 0.346; GCA_958442925.1, s__Otoolea sp958442925, 95.0, 90.79, 0.527; GCA_018377235.1, s__Otoolea sp018377235, 95.0, 85.09, 0.314	87.64	11	N/A	N/A
EHA05637_bin.63	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalitalea;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalitalea;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	92.18	11	0.96689	N/A
EHA05637_bin.65	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Pseudoscillospira;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Pseudoscillospira;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	92.24	11	0.99269	N/A
EHA05637_bin.66	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	78.14	11	0.99572	N/A
EHA05637_bin.7	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Anaerobiospirillum;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Anaerobiospirillum;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	86.25	11	0.99295	N/A
EHA05637_bin.72	d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina;s__Sarcina perfringens	GCF_016027375.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina;s__Sarcina perfringens	97.81	0.839	GCF_016027375.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina;s__Sarcina perfringens	97.81	0.839	d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_050509515.1, s__Sarcina sp050509515, 95.0, 87.84, 0.188; GCF_029258205.1, s__Sarcina sp029258205, 95.0, 93.54, 0.56; GCF_034439435.1, s__Sarcina sp034439435, 95.0, 89.71, 0.357; GCA_034421775.1, s__Sarcina perfringens_B, 95.0, 90.53, 0.372	83.47	11	N/A	N/A
EHA05637_bin.73	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	68.02	11	0.99777	N/A
EHA05637_bin.74	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	73.81	11	0.99238	N/A
EHA05641_bin.45	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp937880095	GCA_937880095.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp937880095	96.2	0.889	GCA_937880095.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp937880095	96.2	0.889	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_029264955.1, s__Faecalibacterium sp029264955, 95.0, 90.18, 0.704; GCA_020025795.1, s__Faecalibacterium sp020025795, 95.0, 87.16, 0.405	93.25	11	N/A	N/A
EHA05641_bin.62	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__CAG-274;g__CBCPNA01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__CAG-274;g__CBCPNA01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	92.51	11	0.90284	N/A
EHA05641_bin.76	d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina;s__Sarcina perfringens	GCF_016027375.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina;s__Sarcina perfringens	97.72	0.855	GCF_016027375.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina;s__Sarcina perfringens	97.72	0.855	d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_034421775.1, s__Sarcina perfringens_B, 95.0, 90.47, 0.373; GCF_050509515.1, s__Sarcina sp050509515, 95.0, 88.29, 0.211; GCF_029258205.1, s__Sarcina sp029258205, 95.0, 93.54, 0.572; GCF_029267215.1, s__Sarcina sp029267215, 95.0, 88.27, 0.159; GCF_034439435.1, s__Sarcina sp034439435, 95.0, 89.71, 0.383	88.14	11	N/A	N/A
EHA05641_bin.80	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	53.67	11	0.99573	N/A
EHA05646_bin.100	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900541465	GCA_964239055.1	95.0	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900541465	97.82	0.588	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have incongruent species assignments	GCF_021531595.1, s__Fusobacterium_B sp900554355, 95.0, 87.0, 0.281; GCA_900542625.1, s__Fusobacterium_B sp900542625, 95.0, 85.35, 0.152; GCF_021531475.1, s__Fusobacterium_B sp900554885, 95.0, 93.41, 0.221; GCF_050219445.1, s__Fusobacterium_B sp019416805, 95.0, 95.12, 0.562	77.37	11	N/A	N/A
EHA05646_bin.33	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__UBA3375;f__UBA3375;g__UBA3375;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__UBA3375;f__UBA3375;g__UBA3375;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	82.75	11	0.99516	N/A
EHA05646_bin.39	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	82.34	11	0.99719	N/A
EHA05646_bin.44	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-465;g__JAVWPP01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-465;g__JAVWPP01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	84.87	11	0.9137	N/A
EHA05646_bin.92	d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina;s__Sarcina perfringens	GCF_016027375.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina;s__Sarcina perfringens	97.85	0.905	GCF_016027375.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina;s__Sarcina perfringens	97.85	0.905	d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_050509515.1, s__Sarcina sp050509515, 95.0, 88.14, 0.221; GCF_029258205.1, s__Sarcina sp029258205, 95.0, 93.54, 0.615; GCF_029267215.1, s__Sarcina sp029267215, 95.0, 87.52, 0.172; GCF_034439435.1, s__Sarcina sp034439435, 95.0, 89.96, 0.426; GCA_034421775.1, s__Sarcina perfringens_B, 95.0, 90.53, 0.403	84.65	11	N/A	N/A
EHA05646_bin.98	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900554885	GCF_021531475.1	95.0	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900554885	96.69	0.828	GCF_021531475.1	95.0	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900554885	96.69	0.828	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_029258315.1, s__Fusobacterium_B sp029258315, 95.0, 86.44, 0.224	79.7	11	N/A	N/A
EHA05651_bin.31	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp963560135	GCA_963560135.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp963560135	96.37	0.854	GCA_963560135.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp963560135	96.37	0.854	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	94.81	11	N/A	N/A
EHA05651_bin.32	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus lutetiensis	GCF_900475675.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus lutetiensis	99.11	0.907	GCF_900475675.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus lutetiensis	99.11	0.907	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_900101445.1, s__Streptococcus equinus_B, 95.0, 93.52, 0.744; GCF_934196125.1, s__Streptococcus sp934196125, 96.52, 85.97, 0.248; GCF_002000985.1, s__Streptococcus gallolyticus, 96.94, 85.11, 0.251; GCA_963588325.1, s__Streptococcus sp963588325, 95.0, 84.26, 0.231; GCA_000283635.1, s__Streptococcus macedonicus, 95.0, 84.88, 0.215; GCF_016461705.1, s__Streptococcus vicugnae, 95.0, 89.45, 0.564; GCF_900104225.1, s__Streptococcus equinus_D, 95.0, 89.59, 0.56; GCF_000187265.1, s__Streptococcus equinus, 95.0, 88.77, 0.469; GCF_049393735.1, s__Streptococcus equinus_G, 95.0, 88.7, 0.45; GCF_004843545.1, s__Streptococcus pasteurianus, 96.18, 85.78, 0.245; GCF_011387195.1, s__Streptococcus ruminicola, 95.0, 94.2, 0.756; GCF_000154985.1, s__Streptococcus infantarius, 95.0, 94.35, 0.746; GCA_003337175.1, s__Streptococcus gallolyticus_B, 95.0, 83.88, 0.191	98.1	11	N/A	N/A
EHA05651_bin.48	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudolongum	GCF_000771225.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudolongum	97.71	0.775	GCF_000771225.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudolongum	97.71	0.775	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000741295.1, s__Bifidobacterium globosum, 95.0, 94.86, 0.683; GCF_004155535.1, s__Bifidobacterium pseudolongum_C, 95.08, 93.84, 0.65	77.05	11	N/A	N/A
EHA05651_bin.69	d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina;s__Sarcina perfringens	GCF_016027375.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina;s__Sarcina perfringens	97.9	0.714	GCF_016027375.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina;s__Sarcina perfringens	97.9	0.714	d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_034421775.1, s__Sarcina perfringens_B, 95.0, 90.42, 0.299; GCF_029258205.1, s__Sarcina sp029258205, 95.0, 93.54, 0.553; GCF_034439435.1, s__Sarcina sp034439435, 95.0, 90.08, 0.293; GCF_050509515.1, s__Sarcina sp050509515, 95.0, 88.49, 0.161	83.47	11	N/A	N/A
EHA05651_bin.9	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Allobaculum;s__Allobaculum stercoricanis	GCF_000384195.1	95.0	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Allobaculum;s__Allobaculum stercoricanis	95.79	0.901	GCF_000384195.1	95.0	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Allobaculum;s__Allobaculum stercoricanis	95.79	0.901	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Allobaculum;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_030528085.1, s__Allobaculum sp030528085, 95.0, 87.05, 0.385	89.64	11	N/A	N/A
EHA05655_bin.12	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Taurinivorans;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Taurinivorans;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	95.01	11	0.99635	N/A
EHA05655_bin.23	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	93.21	11	0.99711	N/A
EHA05655_bin.24	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Longicatena_A;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Longicatena_A;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	92.16	11	0.9942	N/A
EHA05655_bin.49	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_C;s__Helicobacter_C sp963559865	GCA_963559865.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_C;s__Helicobacter_C sp963559865	96.63	0.789	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_C;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have incongruent species assignments	GCF_000765825.2, s__Helicobacter_C magdeburgensis, 95.0, 89.96, 0.576; GCF_003670275.1, s__Helicobacter_C labetoulli, 95.0, 94.77, 0.729; GCF_000155475.1, s__Helicobacter_C cinaedi, 95.0, 89.3, 0.537	94.67	11	N/A	N/A
